,Date,Open,Symbol
5544,2021-12-01 05:00:00+00:00,149.6908642389239,A
4073,2021-12-01 05:00:00+00:00,17.940000534057617,AAL
5036,2021-12-01 05:00:00+00:00,212.3079938836968,AAP
10330,2021-12-01 05:00:00+00:00,166.03008205813023,AAPL
2245,2021-12-01 05:00:00+00:00,109.38267159253,ABBV
6713,2021-12-01 05:00:00+00:00,114.29566539115906,ABC
10518,2021-12-01 05:00:00+00:00,123.21619705235756,ABT
6600,2021-12-01 05:00:00+00:00,41.08000183105469,ACGL
5125,2021-12-01 05:00:00+00:00,357.48205429405846,ACN
8898,2021-12-01 05:00:00+00:00,676.0,ADBE
10518,2021-12-01 05:00:00+00:00,176.53925843738585,ADI
10518,2021-12-01 05:00:00+00:00,61.417190740402845,ADM
10518,2021-12-01 05:00:00+00:00,222.05934077951,ADP
9181,2021-12-01 05:00:00+00:00,260.8599853515625,ADSK
6018,2021-12-01 05:00:00+00:00,78.17096119798099,AEE
15083,2021-12-01 05:00:00+00:00,77.43787144655064,AEP
7667,2021-12-01 05:00:00+00:00,22.763853586270915,AES
10518,2021-12-01 05:00:00+00:00,53.19048149839779,AFL
12338,2021-12-01 05:00:00+00:00,51.50913575144101,AIG
4487,2021-12-01 05:00:00+00:00,150.0263085720167,AIZ
9440,2021-12-01 05:00:00+00:00,161.939072543881,AJG
5558,2021-12-01 05:00:00+00:00,113.08000183105467,AKAM
6994,2021-12-01 05:00:00+00:00,266.8509164503226,ALB
5243,2021-12-01 05:00:00+00:00,622.9199829101562,ALGN
10518,2021-12-01 05:00:00+00:00,49.959999084472656,ALK
7177,2021-12-01 05:00:00+00:00,105.13158280351897,ALL
2023,2021-12-01 05:00:00+00:00,122.66281792017324,ALLE
10518,2021-12-01 05:00:00+00:00,149.12599995271557,AMAT
2403,2021-12-01 05:00:00+00:00,10.827701882027824,AMCR
10518,2021-12-01 05:00:00+00:00,160.3699951171875,AMD
9420,2021-12-01 05:00:00+00:00,137.20884595887253,AME
9695,2021-12-01 05:00:00+00:00,190.80400413898232,AMGN
4081,2021-12-01 05:00:00+00:00,289.0659989143172,AMP
5980,2021-12-01 05:00:00+00:00,252.00088536465543,AMT
6178,2021-12-01 05:00:00+00:00,177.25,AMZN
1886,2021-12-01 05:00:00+00:00,125.62999725341795,ANET
6406,2021-12-01 05:00:00+00:00,396.0,ANSS
10465,2021-12-01 05:00:00+00:00,295.1992896179217,AON
9622,2021-12-01 05:00:00+00:00,78.09987064877548,AOS
10730,2021-12-01 05:00:00+00:00,26.111310215923925,APA
10518,2021-12-01 05:00:00+00:00,281.6139040953132,APD
7572,2021-12-01 05:00:00+00:00,80.63249740061202,APH
2525,2021-12-01 05:00:00+00:00,164.91000366210938,APTV
6170,2021-12-01 05:00:00+00:00,192.00312921042948,ARE
9561,2021-12-01 05:00:00+00:00,87.78086535360028,ATO
7077,2021-12-01 05:00:00+00:00,58.760720512991895,ATVI
6981,2021-12-01 05:00:00+00:00,229.65351715204903,AVB
3102,2021-12-01 05:00:00+00:00,538.5759079736026,AVGO
12304,2021-12-01 05:00:00+00:00,203.16559766195823,AVY
3427,2021-12-01 05:00:00+00:00,163.73308454553307,AWK
5146,2021-12-01 05:00:00+00:00,162.80999755859375,AXON
12484,2021-12-01 05:00:00+00:00,153.00219066560075,AXP
7727,2021-12-01 05:00:00+00:00,1835.5699462890625,AZO
15083,2021-12-01 05:00:00+00:00,200.80999755859372,BA
12304,2021-12-01 05:00:00+00:00,43.35004576929065,BAC
12304,2021-12-01 05:00:00+00:00,91.95639614920312,BALL
10110,2021-12-01 05:00:00+00:00,72.24984171705972,BAX
10002,2021-12-01 05:00:00+00:00,74.30816626629542,BBWI
9231,2021-12-01 05:00:00+00:00,100.35316147552098,BBY
12304,2021-12-01 05:00:00+00:00,226.1937917659352,BDX
9627,2021-12-01 05:00:00+00:00,31.162096850351656,BEN
10518,2021-12-01 05:00:00+00:00,68.74076356596805,BF-B
5115,2021-12-01 05:00:00+00:00,85.21414790974694,BG
7610,2021-12-01 05:00:00+00:00,236.97999572753903,BIIB
10531,2021-12-01 05:00:00+00:00,753.6799926757812,BIO
12254,2021-12-01 05:00:00+00:00,53.47742885066215,BK
5706,2021-12-01 05:00:00+00:00,2146.919921875,BKNG
8735,2021-12-01 05:00:00+00:00,23.31647795425651,BKR
5578,2021-12-01 05:00:00+00:00,878.9885158348851,BLK
12484,2021-12-01 05:00:00+00:00,51.48080453247721,BMY
3701,2021-12-01 05:00:00+00:00,164.82366919433932,BR
6435,2021-12-01 05:00:00+00:00,279.5400085449219,BRK-B
10289,2021-12-01 05:00:00+00:00,64.55429205730616,BRO
7440,2021-12-01 05:00:00+00:00,38.709999084472656,BSX
7127,2021-12-01 05:00:00+00:00,43.39106775474164,BWA
6155,2021-12-01 05:00:00+00:00,102.50564783699238,BXP
11327,2021-12-01 05:00:00+00:00,60.88656902558552,C
10518,2021-12-01 05:00:00+00:00,29.215411819277094,CAG
9662,2021-12-01 05:00:00+00:00,44.72743000841757,CAH
430,2021-12-01 05:00:00+00:00,53.49341104186764,CARR
15083,2021-12-01 05:00:00+00:00,191.08873742319696,CAT
7225,2021-12-01 05:00:00+00:00,177.19085399921906,CB
2887,2021-12-01 05:00:00+00:00,128.63999938964844,CBOE
4400,2021-12-01 05:00:00+00:00,97.38999938964844,CBRE
5861,2021-12-01 05:00:00+00:00,169.6795887496007,CCI
8659,2021-12-01 05:00:00+00:00,18.1200008392334,CCL
907,2021-12-01 05:00:00+00:00,110.41999816894533,CDAY
8690,2021-12-01 05:00:00+00:00,180.0,CDNS
2123,2021-12-01 05:00:00+00:00,188.5321391477965,CDW
4245,2021-12-01 05:00:00+00:00,149.32234991342466,CE
4105,2021-12-01 05:00:00+00:00,60.55128063605331,CF
1810,2021-12-01 05:00:00+00:00,45.54960522621923,CFG
10518,2021-12-01 05:00:00+00:00,88.34126484193743,CHD
6071,2021-12-01 05:00:00+00:00,91.88781733187103,CHRW
2998,2021-12-01 05:00:00+00:00,653.6699829101562,CHTR
10003,2021-12-01 05:00:00+00:00,189.6119996421503,CI
10518,2021-12-01 05:00:00+00:00,110.75017022788629,CINF
12255,2021-12-01 05:00:00+00:00,72.78973716386491,CL
12304,2021-12-01 05:00:00+00:00,155.63202134684042,CLX
10518,2021-12-01 05:00:00+00:00,78.49078260116416,CMA
10518,2021-12-01 05:00:00+00:00,49.04884446489937,CMCSA
4779,2021-12-01 05:00:00+00:00,206.7045032554252,CME
3990,2021-12-01 05:00:00+00:00,1656.0,CMG
12304,2021-12-01 05:00:00+00:00,204.8281623071913,CMI
12304,2021-12-01 05:00:00+00:00,56.59371137158191,CMS
5026,2021-12-01 05:00:00+00:00,72.30000305175781,CNC
15083,2021-12-01 05:00:00+00:00,25.34595659943688,CNP
6808,2021-12-01 05:00:00+00:00,139.88329672561835,COF
9797,2021-12-01 05:00:00+00:00,381.601342638912,COO
10065,2021-12-01 05:00:00+00:00,67.30712088363579,COP
8923,2021-12-01 05:00:00+00:00,537.432050479542,COST
12304,2021-12-01 05:00:00+00:00,38.56538259632661,CPB
6977,2021-12-01 05:00:00+00:00,73.8499984741211,CPRT
7143,2021-12-01 05:00:00+00:00,159.38535717832087,CPT
5394,2021-12-01 05:00:00+00:00,365.7099914550781,CRL
4392,2021-12-01 05:00:00+00:00,271.260009765625,CRM
8009,2021-12-01 05:00:00+00:00,53.01504035121701,CSCO
5894,2021-12-01 05:00:00+00:00,79.44000244140625,CSGP
10357,2021-12-01 05:00:00+00:00,34.58775809909965,CSX
9651,2021-12-01 05:00:00+00:00,421.91375712539445,CTAS
1848,2021-12-01 05:00:00+00:00,129.0500030517578,CTLT
8015,2021-12-01 05:00:00+00:00,18.108761320007524,CTRA
5902,2021-12-01 05:00:00+00:00,77.10203684781135,CTSH
636,2021-12-01 05:00:00+00:00,45.08899452357,CTVA
12304,2021-12-01 05:00:00+00:00,86.87076002115445,CVS
15083,2021-12-01 05:00:00+00:00,108.91446085833742,CVX
1812,2021-12-01 05:00:00+00:00,91.97000122070312,CZR
10518,2021-12-01 05:00:00+00:00,66.72102474432997,D
3672,2021-12-01 05:00:00+00:00,36.869998931884766,DAL
12484,2021-12-01 05:00:00+00:00,72.87704783013315,DD
12484,2021-12-01 05:00:00+00:00,347.15933239370446,DE
3643,2021-12-01 05:00:00+00:00,106.89807557932863,DFS
3032,2021-12-01 05:00:00+00:00,218.2864702459495,DG
6281,2021-12-01 05:00:00+00:00,144.7473433575489,DGX
7428,2021-12-01 05:00:00+00:00,95.57709325653028,DHI
10824,2021-12-01 05:00:00+00:00,318.53155731739787,DHR
15083,2021-12-01 05:00:00+00:00,146.6999969482422,DIS
6659,2021-12-01 05:00:00+00:00,31.899999618530277,DISH
4302,2021-12-01 05:00:00+00:00,157.28839541173767,DLR
6733,2021-12-01 05:00:00+00:00,135.89999389648438,DLTR
10518,2021-12-01 05:00:00+00:00,162.3206168538575,DOV
682,2021-12-01 05:00:00+00:00,51.4418969479936,DOW
4379,2021-12-01 05:00:00+00:00,508.4715833178247,DPZ
6689,2021-12-01 05:00:00+00:00,134.47431459407596,DRI
15083,2021-12-01 05:00:00+00:00,104.64976640610004,DTE
10518,2021-12-01 05:00:00+00:00,91.8754358686494,DUK
6567,2021-12-01 05:00:00+00:00,96.16999816894533,DVA
9166,2021-12-01 05:00:00+00:00,38.63853188064854,DVN
10065,2021-12-01 05:00:00+00:00,30.61000061035156,DXC
4188,2021-12-01 05:00:00+00:00,141.8524932861328,DXCM
8113,2021-12-01 05:00:00+00:00,123.8293974782594,EA
5835,2021-12-01 05:00:00+00:00,66.60707049664705,EBAY
12304,2021-12-01 05:00:00+00:00,219.258401842904,ECL
15083,2021-12-01 05:00:00+00:00,74.0679899042185,ED
10518,2021-12-01 05:00:00+00:00,278.7474925637976,EFX
12254,2021-12-01 05:00:00+00:00,61.72288096144127,EIX
6554,2021-12-01 05:00:00+00:00,329.6745233979209,EL
5057,2021-12-01 05:00:00+00:00,403.6753869074493,ELV
7042,2021-12-01 05:00:00+00:00,100.73957558399948,EMN
12484,2021-12-01 05:00:00+00:00,86.77315462795559,EMR
2434,2021-12-01 05:00:00+00:00,253.38999938964844,ENPH
8103,2021-12-01 05:00:00+00:00,79.43494822268516,EOG
2470,2021-12-01 05:00:00+00:00,618.3499755859375,EPAM
5360,2021-12-01 05:00:00+00:00,793.100432538352,EQIX
7128,2021-12-01 05:00:00+00:00,81.84151641966056,EQR
10518,2021-12-01 05:00:00+00:00,19.1251373430846,EQT
